UUID,Description 1,Domains,AttributeNameENG,Categories,ACS Definition
6bdfd4b1-d6db-476a-8786-3a44c190e171,ThalassotherapyTreatments,PROPERTY,Thalassotherapy treatments,"LCS, PartnerCentral:Spa, Spa",Thalassotherapy Treatments (saltwater and seaweed treatments for cleansing and revitalising skin) are available at the property
e0f3386d-e93e-4e58-8856-c3e43fcd38aa,xHighCeilings,LODGING_UNDEFINED,High ceilings,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: HighCeilings
4b689e85-a33d-493d-a174-c3c8c8871699,PrivateIsland:SiteLocation,PROPERTY,Private island,"ContentScore, LCS, Location, PartnerCentral:NatureHighlights, StructuredAttributeContent",Property is located on a private island
6868d336-1150-11ea-8d71-362b9e155667,StructureType:AuthorizedManualRemoval,PROPERTY,Structure type override,"NonPartnerCentral, Structure","Used to prevent specific structure type-related text from appearing in the property description on the live site, usually for legal reasons"
204619f9-43fa-40d7-b636-6590a0051143,Renovation:Rooms:Recent:BookableUnit:(StartMonth),ROOM_UNIT,IndRm-RenoRecent-Month,null,A recent renovation of this room was completed in this month
da4cdd51-ed5f-42f2-ae6e-02ce65ec19d1,TreatmentRooms:(Count),PROPERTY,Number of treatment rooms,null,The number of treatment rooms at this property
bf408726-8eba-11e9-bc42-526af7764f64,Tour:Free:PerStay:PerPerson:GuestLimit:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for tour(s) provided per person per stay for a specified number of guests
aa28ab66-563a-4e7a-b252-94e3639ca483,xMusicVenues:NearbyLocation,LODGING_UNDEFINED,Music venues nearby,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: MusicVenues; base term removed: NearbyLocation
f1b33f64-fa49-11e9-8f0b-362b9e155667,FireExtinguisher:BookableUnit,ROOM_UNIT,Fire extinguisher,"ContentQualityScore, LCS, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent, Vrbo",The unit has a fire extinguisher available for traveler safety
ddba540c-ba26-11e8-96f8-529269fb1459,SkiLiftTicket:DiscountPercentageOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for a discounted percentage off of ski lift ticket(s) per person per stay
0f81a7c6-2e92-4b97-861b-885b62ccfbef,CityTax:Instance3:AmountFee:Mandatory:ForAdults:(RecurringStartDay),PROPERTY,CityAdult3-RecurStart-Day,null,"The start day of the recurring period for which the third instance of the mandatory city tax fee for adults is applied; Start time, day, month, or year for specified item or service"
99030f42-7140-4202-a0cd-35029ede224c,MiniRefrigerator,PROPERTY,Mini-fridge,"ContentScore, Kitchen, LCS, PartnerCentral:KitchenFeatures, StructuredAttributeContent","A compact refrigerator, often below counter height, used to store food and beverages at low temperatures"
d8db6a3f-2b76-4964-a86b-0178abc29761,ChildBed,SPACE,Child bed(s),null,This SPACE-level amenity describes a bed type that is available. This data is mastered in the Room Type Service and exists in the ACS taxonomy to facilitate mapping for distribution of RTS data via ACS Distribution. It is not intended for direct configuration by suppliers within ACS.
a448f30d-873c-4c29-b3a7-aa1a309968c5,LoweredOutlets:Bathroom,PROPERTY,Lowered electrical outlets in bathroom,"Accessibility, Bathroom, LCS, PartnerCentral:Accessibility, StructuredAttributeContent",All bookable units have lowered electrical outlets in bathrooms that can be accessed by someone who uses a wheelchair
9afb93c7-4be4-4e3f-a4d0-ee8ca9319917,xSnowshoes,LODGING_UNDEFINED,Snowshoes,null,Base attribute removed: Snowshoes; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)
871f0078-cbd1-404a-9f1d-a02532fd9836,PropertyPolicy:TemporaryClosure:(EndMonth),PROPERTY,Temporary closure end month -,null,A temporary closure of the entire property ends this month
29c2a73e-917e-456a-8f8e-44060d21d49d,CityTax:Instance2:AmountFee:Mandatory:ForAdults:(StartYear),PROPERTY,CityAdult2-EffectStart-Year,null,"Start time, day, month, or year for specified item or service; The starting year for which the second instance of the mandatory city tax fee for adults is applied"
a2ae2388-6a96-43b5-b8a1-0ad98bf49898,Renovation:FitnessFacilities,PROPERTY,Fitness facility,"Fitness, PartnerCentral:Renovations, Renovation","A fitness facility is being renovated, or renovations are planned during an upcoming period"
b8ad51e6-9a3f-45e5-9a63-4ee4bd4a6f98,Restaurant:KidsMeal:ForChildren,PROPERTY,Kids' menu,"Dining, FamilyAndChildren, FoodAndBeverage, PartnerCentral:Dining, Restaurant",The first dining venue serves meals with portions appropriate for children
a0c86bdb-c77c-452e-b97a-e6bd2d8a8de2,Dogs:Onsite,PROPERTY,Dogs reside on site,"LCS, PartnerCentral:OtherPolicies, ServiceAnimalsAndPets, StayPolicy, StructuredAttributeContent, Vrbo",One or more dogs reside on site
f183d3b9-d184-4ce1-bb9f-49f765c7c850,CheckIn,PROPERTY; ROOM_UNIT,Check in,"CheckInCheckOut, ContentQualityScore, ContentScore, LCS, PartnerCentral:CheckinAndCheckout, StayPolicy, Vrbo",There are additional details regarding check-in policy at the property
e0163c38-915f-4744-93c5-dc82b9502d57,Spa:TemporaryClosure,PROPERTY,Spa facilities,"Closure, PartnerCentral:Closures, Spa",Spa facilities at the property are temporarily closed
1074ec84-e36e-4e38-89a5-3559417b6824,TabletComputer,LODGING_UNDEFINED,Tablet computer,Entertainment,"A tablet computer, commonly shortened to tablet, is a mobile device, typically with a mobile operating system and touchscreen display processing circuitry, and a rechargeable battery in a single, thin and flat package"
ddb9dd42-ba26-11e8-96f8-529269fb1459,Excursion:VoucherAmountOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The voucher amount offered for a value add promotion for excursions per person per stay for a specified number of guests
1e7c626e-d8cf-4582-a88b-78528d75d59c,Bedroom:BunkBed:Instance5:(Count),PROPERTY,Bunk bed(s) -,null,The number of bunk beds in the fifth bedroom
d40fd34f-73d5-4204-bbb7-28cb8b8a8751,Laundry:AmountFee:(Amount),PROPERTY,Laundry fee amount -,null,"The amount charged for the optional laundry fee; used with Laundry:AmountFee:(Interval)
"
54b0dadc-8e10-11e9-bc42-526af7764f64,BuffetBreakfast:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The versin of a value add promotion for a credit toward buffet breakfast per room per stay
5876d25b-40f2-470a-bd68-025c03e6cc65,xThalassotherapyTreatments:NearbyLocation,PROPERTY,xThalassotherapy treatments nearby,null,"No LCM mapping and not needed per https://jira.expedia.biz/browse/CAM-213 

No coverage and not created as part of a CAM story 

Removed base attribute: ThalassotherapyTreatments
Removed base term: NearbyLocation; Base attribute removed: ThalassotherapyTreatments; base term removed: NearbyLocation; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)"
fef530f5-2c4d-11b2-80d3-6ab77c977816,xGeneralFee:Fee:Mandatory:VariableFee:LengthOfStay,PROPERTY,xOther fee varies based on length of stay,null,"Deprecated as part of CAM-386, removing unused fees
Base Attribute: GeneralFee
Base Term: Fee, LengthOfStay, Mandatory, VariableFee
Category: MandatoryFee
Previous definition: The variable mandatory general fee is charged based on the length of stay"
f554e1d2-ac59-4ab1-8bdd-c46124c9258e,GrabBar:Shower,PROPERTY,Grab bar - in shower,"Accessibility, Bathroom, LCS, PartnerCentral:Accessibility, SearchFilter:BathroomGrabBars, StructuredAttributeContent",All bookable units have bathrooms with a shower support/grab bar
b2c997ea-c94c-457f-a087-6a81c999d43c,xTourGuide:AmountFee:Mandatory:(Amount),PROPERTY,Tour guide fee amount -,null,Deprecated per CAM-726; Removed Data Term: Amount. The amount charged for the mandatory tour guide fee
bf3fa964-8eba-11e9-bc42-526af7764f64,Casino:VoucherAmountOffer:PerStay:PerRoom:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a voucher amount toward casino play per room per stay
ae4ee5b9-efce-4375-a143-ffda7288483f,Bedsheets:AmountFee:Mandatory:(Interval),PROPERTY,Bed sheets fee duration -,null,"Duration of stay to which the mandatory bed sheet fee is applied (per night, per stay, etc.)"
54b1c424-8e10-11e9-bc42-526af7764f64,Spa:DiscountPercentageOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of a value add promotion for a discounted percentage off at the spa per person per day for a specified number of guests
ecd68b02-aa0b-11e8-98d0-529269fb1459,KidsMeal:VoucherAmountOffer:PerDay:PerRoom:ForChildren:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a child's meal voucher per room per day
201d566f-7ca9-45b3-aba4-67d16bd2fe5f,xLabor:AmountFee:(Interval),PROPERTY,Labor fee duration -,null,"Deprecated as part of CAM-386, removing unused fees
Data term: Interval
Enums: per day, per night, per stay, per week
Previous definition: Duration of stay to which the optional labor fee is applied (per night, per stay, etc.)"
083b6b2e-4bcf-4991-882b-ac350a9af382,Restaurant:Instance5:24Hour,PROPERTY,Open 24 hours,"Dining, FoodAndBeverage, PartnerCentral:Dining, Restaurant",The fifth dining venue is open 24 hours
4ffd2e98-d71e-4130-a24b-3bea120edb4c,xResort:NearbyLocation,LODGING_UNDEFINED,Resort nearby,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: Resort; base term removed: NearbyLocation
81b133e9-e51e-47ee-9c4f-8ce10a22ea86,FitnessFacilities:FacilitiesFeeInclusive,PROPERTY,Facilities fee includes fitness room access,"FacilitiesFee, Fee, Fitness, OptionalFee, PartnerCentral:FacilityFee",The facilities fee includes fitness room access
c7fca63e-4088-4b6e-ae8b-017f1242bf39,Minibar:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The credit amount for a value add promotion for a credit towards minibar per room per stay
23e29d39-4a6c-4cd6-b608-710245b0468a,SafeDepositBox:LobbyLocation:UnknownAvailability,PROPERTY,No safe-deposit box at front desk,"ContentScore, GuestServicesFacilities, PartnerCentral:GuestServiceAndFacilities",It is unknown if a safety deposit box is available at the property
3aa7fc5b-6a6d-4d35-9eec-e469845da2a9,GreenTourismProgram,PROPERTY,Green Tourism Program,"Awards, LCS, NonPartnerCentral, Rating, Sustainability",The property participates in the Green Tourism Program
c5d2a6a1-1762-44fb-86e2-6674b397b353,Deposit:CashOnly:SpringBreak,PROPERTY,Spring break deposit - cash only,"Deposits, PartnerCentral:Deposits, PaymentMethods",Cash is the only form of payment accepted for the spring break deposit required at check-in
2af5861b-2c57-11b2-804b-fe4684b722a4,Entertainment:TemporaryClosure,PROPERTY,Entertainment facilities,"Closure, LCS, PartnerCentral:Closures",Entertainment facilities are temporarily unavailable
88d771f5-14c0-427e-a53d-9acaaf8b1fbf,Smartphone:Calls:Unlimited:BookableUnit,ROOM_UNIT,Unlimited free calls,"LCS, PartnerCentral:Conveniences, StructuredAttributeContent","This room has a smartphone, or mobile device with interactive touchscreen, with unlimited call service available"
437d7c2c-1ee1-426b-a4b4-40ec88d78385,ClosedArea:HealthClub:Instance2,PROPERTY,Health club,"Closure, Fitness, PartnerCentral:Closures",The health club onsite is closed (in addition to another closed area)
c495335b-502b-42f9-9127-210d81a96f4e,RentalAgreement,PROPERTY,Rental agreement,Vrbo,"The property has a rental agreement. Built for VRs. Reference: CAM-662.

A rental agreement is a document that allows the partner to ensure the traveler will be in compliance with a binding agreement. It reinforces House Rules and any additional policies that may not be covered by House Rules. "
00383cbd-5144-4995-836d-f4d397461a45,Dinner:DiscountPercentageOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for a discounted percentage amount off of dinner per person per stay
67478318-4f0f-43f8-ad7f-d2d5d7e39e45,Pool:AmountFee:(Amount),PROPERTY,Pool fee amount -,null,The amount charged for the specified item or service
346a47be-d093-4aa7-a217-a114a1885cbc,Bedroom:SleepSofaOrFuton:Instance9:(Count),PROPERTY,Sleep sofa/futon(s) -,null,The number of sleeper sofas or futons in the ninth bedroom
a6ee7077-9324-4aae-b422-298863c7cd34,CoffeeTeaBags:Free:InRoom,PROPERTY,Free tea bags/instant coffee,"ContentScore, FoodAndBeverage, Kitchen, LCS, PartnerCentral:RoomRefreshment, RoomRefreshment, StructuredAttributeContent",Free instant coffee/tea bags are available in bookable units
2e3e70aa-ecd2-410d-b36e-c2ae74ac3713,ShoppingAndRelaxation,LODGING_UNDEFINED,Shopping and relaxation,null,Broader concept for amenities at a property related to shopping or relaxation either nearby or onsite
4c6a80af-efa5-4557-a31b-0a30a096e456,Winery:PublicTours,PROPERTY,Public winery tours,"FoodAndBeverage, LCS, PartnerCentral:Winery, StructuredAttributeContent","Public tours of the onsite winery are available
"
1dec4745-5303-464a-94d1-910072f8ce47,Pets:FeeUnknownAmount,PROPERTY,Pets allowed (surcharge),"LCS, PartnerCentral:Pets, SearchFilter:PetsAllowed, ServiceAnimalsAndPets, StructuredAttributeContent","There is a pet fee charged, but the exact amount is unknown"
8b40899a-cd2d-44b0-adc8-94ef19af2e65,Tour:DiscountPercentageOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(Percentage),VALUE_ADD_PROMOTION,Percentage,null,The percentage amount off for a value add promotion for a discounted percentage off of tour(s) per person per stay for a specified number of guests
dda982a0-5b29-46d8-a424-b1770e889403,FullBreakfast:CreditAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The credit amount offered for a value add promotion for credit toward full breakfast per person per day for a specified number of guests
54b1e594-8e10-11e9-bc42-526af7764f64,Tour:DiscountPercentageOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of a value add promotion for a discounted percentage off of tour(s) per person per stay for a specified number of guests
62eb3765-0252-45f6-ad16-4b0d4347f64b,LocationCentralUGC:XMD:(CustomText),PROPERTY,CB-AB-L-C,null,"Rating on the centrality of property location, ranging from .75 to 5 (based on sentiment score extracted from guest reviews as pulled from Qualtrics XM Discover (fka Clarabridge), over the last 1.5 years)"
bf3f6f9e-8eba-11e9-bc42-526af7764f64,Beverage:Free:PerStay:PerPerson:GuestLimit:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for beverages provided per person per stay for a specified number of guests
e30390e9-e956-4183-b163-b6ca0665f9fa,MiniGolf:AllInclusive,PROPERTY,Miniature golf included,"AllInclusive, FamilyAndChildren, LCS, PartnerCentral:AlllnclusiveActivities",Miniature golf is included in all-inclusive rate plans
ac514b59-ad3b-40b2-97df-5da1d7b38d83,xHotTub:AboveGround,PROPERTY,xAbove-ground spa tub,null,"Deprecated per CAM-212; These attributes do not have an LCM mapping and are not needed, they have no coverage and were not created as part of a CAM story. Removed base attribute: HotTub, broader concept: HotTub; base term: AboveGround; Base attribute removed: HotTub; base term removed: AboveGround; Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226)"
1f09c211-d9a5-44ba-ae79-1cff798f832e,ShowTicket:Free:PerStay:PerPerson:GuestLimit:ValueAdd,VALUE_ADD_PROMOTION,1 Free show ticket for %person_count% per stay,"RatePlan, StandardValueAdd, ValueAdd, ValueAddPromotion, VAP:OfferType:Free, VAP:ShowTicket",Value add promotion inclusion for free show tickets per person per stay for a specified number of guests
ba54f51b-3bfd-4680-962f-7b47dcbea488,HealthClub:ResortFeeInclusive,PROPERTY,Health club access,"Fee, Fitness, PartnerCentral:ResortFee, ResortFee",Access to a health club is included in the resort fee
0eb63160-38a3-11ea-a137-2e728ce88125,BeachUGC,PROPERTY,CB-All-Beach,Beach,"Rating about the sentiment towards beaches, located near a property, based on user-generated content"
167f3d34-eabd-4da4-b1a9-c4e60876dd84,Basketball:Onsite,PROPERTY,Basketball on site,"ContentScore, LCS, PartnerCentral:Sports, Sport, StructuredAttributeContent",A basketball court is available on site
